Unnamed: 0,name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost
50313,The Dragon Express,No,No,3.7,0,Whitefield,Quick Bites,Chinese,200.0
8402,Madeena Hotel,Yes,No,3.9,236,HSR,Quick Bites,"North Indian, Mughlai, Biryani",400.0
13641,Cake Point,No,No,3.7,0,Electronic City,Quick Bites,Bakery,300.0
23292,Sakshi,Yes,No,3.0,38,Bannerghatta Road,Casual Dining,"North Indian, Biryani, Chinese, Seafood",550.0
5861,South Calcutta Sweets & Chat,No,No,3.7,0,Shivajinagar,Quick Bites,"Street Food, Desserts",200.0
38058,Gowdara Naati Mane,No,No,3.7,0,Residency Road,Casual Dining,"South Indian, Biryani",600.0
35598,Earth Plate Express,Yes,No,3.9,33,JP Nagar,Food Court,"Italian, Continental",600.0
7936,The Grains,Yes,No,3.7,0,Marathahalli,Quick Bites,"South Indian, North Indian, Chinese",300.0
42936,Ithaca - The Chancery Pavilion,No,Yes,3.9,312,Residency Road,Fine Dining,"North Indian, Italian, European, Continental",2000.0
11343,Khan Saheb Grills and Rolls,Yes,No,3.8,62,Hosur Road,Quick Bites,"Fast Food, Rolls",350.0
14402,White Chillies,No,No,3.7,0,Electronic City,Quick Bites,Biryani,300.0
20248,New Sri Udupi Restaurant,No,No,3.7,0,Jayanagar,Quick Bites,"North Indian, South Indian, Chinese, Beverages, Fast Food",200.0
37582,Hatti Kaapi,Yes,No,3.8,32,Ulsoor,Quick Bites,"South Indian, Street Food",200.0
45320,The Spicy Kitchen,Yes,No,3.1,17,Thippasandra,Quick Bites,"Arabian, Rolls",300.0
37935,Ultra Biriyani Paradise,No,No,3.3,9,Shanti Nagar,Quick Bites,Biryani,300.0
12475,Farzi Cafe,No,No,4.4,2395,Lavelle Road,"Casual Dining, Microbrewery",Modern Indian,1500.0
32377,Mak n Vak - Fyn,Yes,No,3.9,338,HSR,Quick Bites,"North Indian, Chinese",500.0
51136,Izakaya Gastro Pub,Yes,Yes,3.8,128,Whitefield,"Bar, Casual Dining","North Indian, Continental, Mediterranean",1200.0
22722,Foodiction,No,No,3.7,0,Electronic City,Delivery,"North Indian, Fast Food, Chinese, Burger",500.0
33321,Uday Sweets,Yes,No,3.5,34,Koramangala 6th Block,Sweet Shop,"Mithai, Fast Food",250.0
33072,Eat N Drink,No,No,3.8,87,BTM,Quick Bites,Fast Food,250.0
36726,Chun Li,Yes,No,3.7,0,Koramangala 6th Block,Quick Bites,Chinese,300.0
5904,Arbor Brewing Company,No,Yes,4.5,8375,Brigade Road,"Pub, Microbrewery","American, Continental, Salad",2000.0
43387,NoLimmits Lounge and Club,Yes,Yes,4.1,2169,Brigade Road,Club,"Chinese, Continental, North Indian",2000.0
9918,Sree Banashankari Donne Biriyani,Yes,No,3.7,0,Rajajinagar,Quick Bites,"North Indian, Kebab",250.0
16100,Kachori Kafe,Yes,No,3.1,570,HSR,Quick Bites,"Street Food, Mithai, Desserts, North Indian",300.0
49855,Crazy Crush - Juices & Desserts Cafe,Yes,No,3.5,11,Whitefield,Beverage Shop,"Beverages, Ice Cream, Fast Food",300.0
39820,Hatti Kaapi,Yes,No,3.7,30,Malleshwaram,Quick Bites,"South Indian, Street Food",200.0
23748,New Krishna Sagar,Yes,No,4.0,51,HBR Layout,Casual Dining,"North Indian, Chinese, South Indian, Street Food",400.0
49722,Bombay Sandwich Company,Yes,No,3.4,42,Whitefield,Delivery,"Sandwich, Beverages",400.0
45920,Masale Daan,No,No,3.7,0,Rajajinagar,"Takeaway, Delivery",North Indian,350.0
8932,The Hungers Zone,Yes,No,3.8,57,BTM,Quick Bites,"Fast Food, Italian, Pizza",300.0
6463,Sultan Shah's Restaurant,No,No,3.2,9,Shivajinagar,Quick Bites,North Indian,200.0
10600,Jigarthanda,No,No,3.6,11,BTM,Quick Bites,"Fast Food, Desserts, Rolls",200.0
14851,Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,Yes,No,3.9,54,MG Road,Dessert Parlor,Desserts,600.0
45788,Annappa's Naati Mane,No,No,3.5,73,Rajajinagar,Quick Bites,"South Indian, Chinese",400.0
33105,Maruti Garden,No,No,3.7,0,BTM,Quick Bites,"North Indian, Kerala",500.0
17819,The Ganache Factory,Yes,No,4.1,41,Domlur,"Dessert Parlor, Bakery","Desserts, Bakery",400.0
44390,Kunda Biryani,Yes,No,3.8,198,CV Raman Nagar,Casual Dining,"Hyderabadi, Biryani, North Indian",800.0
21109,Halli Rotti Manne,No,No,3.4,9,Jayanagar,Quick Bites,South Indian,100.0
17487,Loveshack,No,Yes,3.9,1717,Domlur,"Lounge, Cafe","Continental, Pizza, North Indian, Goan, Burger, Cafe",1600.0
21504,Sri Sapana Dhaba,Yes,No,3.2,11,BTM,Quick Bites,North Indian,250.0
35508,Cupcake Bliss,No,No,3.7,0,Koramangala 7th Block,Delivery,Bakery,250.0
19001,Tasting Room - Bengaluru Oota Company,No,No,4.0,58,Ulsoor,Casual Dining,"Mangalorean, South Indian",2000.0
24943,Davis Bar And Restaurant,No,No,3.0,31,Kammanahalli,Bar,"North Indian, Finger Food, Chinese",700.0
18442,Cake Dilim,Yes,No,3.7,0,Jeevan Bhima Nagar,Bakery,Bakery,500.0
29051,Cafe Graffiters,Yes,No,3.8,23,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",600.0
25516,Kesar Sweet Shop And Fast Food,No,No,3.9,47,Kalyan Nagar,Quick Bites,"North Indian, South Indian, Chinese, Street Food, Mithai",500.0
21461,MAG A1 Biryani Point,No,No,3.7,0,Wilson Garden,Quick Bites,"Biryani, Mughlai",150.0
35535,Daily Bite,Yes,No,3.5,14,Richmond Road,Quick Bites,"Desserts, Fast Food",250.0
29953,China Tang,Yes,No,3.7,41,BTM,"Takeaway, Delivery",Chinese,600.0
29940,North Indian And Bengali Mess,No,No,3.7,34,Koramangala 5th Block,Mess,"North Indian, Bengali",300.0
3126,Murali Miltary Hotel,No,No,3.7,0,Jayanagar,Quick Bites,Biryani,300.0
43709,Stoned Monkey,Yes,No,4.0,255,New BEL Road,Dessert Parlor,"Desserts, Ice Cream",500.0
46953,WOW! Momo,Yes,No,3.6,125,Brigade Road,"Food Court, Quick Bites","Tibetan, Momos",400.0
9828,BMR Hyderabad Biryani,Yes,No,3.6,24,BTM,"Takeaway, Delivery",Biryani,400.0
46065,Stevie's,Yes,No,4.1,80,Malleshwaram,Cafe,Cafe,500.0
20450,The Lassi Park,Yes,No,4.1,184,Jayanagar,Quick Bites,"Juices, Desserts",200.0
29182,Alankrutha,Yes,No,3.8,260,BTM,Casual Dining,"Andhra, Biryani, North Indian, Chinese",500.0
16982,Thalassery Mess,No,No,3.3,7,HSR,Mess,Kerala,300.0
10536,Dev's Gugababa,Yes,No,3.5,177,BTM,Quick Bites,"Bengali, North Indian, Chinese",500.0
24384,Lakeview Milkbar,No,No,3.7,0,Kalyan Nagar,"Dessert Parlor, Cafe","Desserts, Cafe, Fast Food",500.0
17023,Raghavendra Tiffin,No,No,4.4,222,HSR,Quick Bites,South Indian,150.0
22130,Only Sharjah,Yes,No,3.7,0,BTM,Beverage Shop,Beverages,200.0
46398,Hotel Halli Nenapu,Yes,No,3.2,69,Rajajinagar,Food Court,South Indian,500.0
11574,The Coffee Bean & Tea Leaf,Yes,No,3.8,260,MG Road,Cafe,Cafe,700.0
8842,Burj Hotel,Yes,No,3.4,56,Bannerghatta Road,Quick Bites,"North Indian, Chinese",350.0
19538,Keto Kitchen,Yes,No,3.6,17,Koramangala 7th Block,Quick Bites,"Healthy Food, Pizza, Italian, South Indian, North Indian",500.0
18692,Mast Kalandar,No,No,2.4,256,Indiranagar,Casual Dining,North Indian,450.0
4520,Ruh,Yes,Yes,4.1,3020,Bellandur,Casual Dining,"North Indian, Mughlai, Mediterranean, Iranian",1000.0
13270,Onesta,Yes,Yes,4.5,860,Electronic City,"Casual Dining, Cafe","Pizza, Cafe, Italian",600.0
21690,Abhiruchi Hotel,Yes,No,3.5,735,BTM,Casual Dining,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",600.0
42082,The Chef's Cake & Bakes,Yes,No,3.7,0,Richmond Road,Dessert Parlor,Desserts,800.0
13150,Smaaash,No,Yes,4.2,538,MG Road,"Casual Dining, Pub","North Indian, Pizza, Chinese",1500.0
41495,Friends Food Corner,No,No,3.7,0,Marathahalli,Quick Bites,"South Indian, Andhra, Biryani",300.0
37407,Smokie Brownie,No,No,3.2,7,Brigade Road,Cafe,Cafe,600.0
1289,Melting Pot at Woodrose,Yes,No,3.7,19,JP Nagar,Quick Bites,North Indian,800.0
40489,Fire & Slice,No,No,3.7,0,Marathahalli,Quick Bites,North Indian,400.0
12512,Hae Kum Gang,No,Yes,4.4,1190,Brigade Road,Casual Dining,"Korean, Chinese, Japanese",1100.0
3935,Artinci Artisanal Ice Cream,Yes,No,3.7,0,HSR,Dessert Parlor,"Ice Cream, Desserts",300.0
17599,Cheesy Juicy Burgers,Yes,No,3.9,82,Indiranagar,Quick Bites,"Burger, Sandwich, Beverages",500.0
51102,M Bar - Bengaluru Marriott Hotel Whitefield,No,No,3.9,77,Whitefield,"Fine Dining, Bar",Finger Food,2000.0
21335,Karavali Fish Center,No,No,3.4,10,Banashankari,Quick Bites,"Mangalorean, Chinese",300.0
22975,55 Wall Street,No,Yes,3.9,1779,JP Nagar,Bar,"Finger Food, North Indian, Chinese",1300.0
48923,Sana's Restaurant,Yes,No,3.3,19,Sarjapur Road,Quick Bites,"Biryani, Chettinad, South Indian, Chinese",600.0
1451,Mist n Creams,Yes,No,3.7,15,Bannerghatta Road,Dessert Parlor,Ice Cream,400.0
1501,Aami Kolkata,No,No,3.3,5,Bannerghatta Road,Delivery,Bengali,600.0
40582,Omleterian,Yes,No,3.7,0,"Varthur Main Road, Whitefield",Delivery,"American, Continental",200.0
36350,Blue Tokai Coffee Roasters,Yes,No,4.0,79,Koramangala 8th Block,Cafe,"Cafe, Coffee",400.0
29103,Sri Lakshmi Dhaba,Yes,No,3.0,260,BTM,Quick Bites,North Indian,250.0
2635,Swathi Deluxe Restaurant,Yes,No,3.0,73,Shanti Nagar,Casual Dining,North Indian,500.0
32552,City Durbar,Yes,No,3.7,72,Jayanagar,Casual Dining,"North Indian, Chinese, Biryani",450.0
31708,Harry's Bar + Cafe,Yes,Yes,4.2,1369,Koramangala 7th Block,"Casual Dining, Bar","Asian, American, Mexican",1400.0
41142,Hyderabad Chefs,Yes,No,4.0,728,Marathahalli,Casual Dining,"Hyderabadi, Andhra, North Indian, Chinese, South Indian",800.0
28866,AutoExpress - Hot Dogs,Yes,No,3.3,5,HSR,Quick Bites,Fast Food,300.0
13104,Pooja Veg,Yes,No,3.1,9,Frazer Town,Quick Bites,South Indian,100.0
48527,Pavan Tiffin Center,Yes,No,3.3,9,HSR,Quick Bites,South Indian,300.0
46720,Konark Vegetarian Restaurant,No,No,4.1,1015,Residency Road,Casual Dining,"North Indian, Chinese, Continental, South Indian, Street Food, Juices",500.0
21317,Sree Banashankari Donne Biriyani,Yes,No,3.7,0,Rajajinagar,Quick Bites,"North Indian, Kebab",250.0
31039,Axomi - Taste of Assam,Yes,No,4.1,616,Koramangala 7th Block,Casual Dining,Assamese,500.0
24602,Spice Room,Yes,No,3.7,0,Kalyan Nagar,Quick Bites,Andhra,400.0
48624,Food Treat,Yes,No,3.3,12,Bellandur,Quick Bites,"North Indian, South Indian",300.0
46908,No 10 Fort Cochin,Yes,Yes,3.8,197,St. Marks Road,Casual Dining,"Biryani, Kerala, Seafood, South Indian",800.0
16974,Anand Delhi Se,No,No,3.7,0,HSR,Quick Bites,"North Indian, South Indian, Chinese",400.0
47496,All Saints Bakery,No,No,3.6,23,Brigade Road,Bakery,Bakery,200.0
42631,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Mor'ish,Yes,No,4.1,118,Richmond Road,Cafe,"BBQ, Continental, Burger, Wraps, Pizza, Cafe",700.0
25687,Cafe Coffee Day,No,No,3.1,10,Kammanahalli,Cafe,"Cafe, Fast Food",900.0
14359,The Magic Chef,No,No,3.7,28,Electronic City,Quick Bites,"North Indian, Chinese",300.0
12403,KC Das - Sweet Bite,No,No,3.5,20,Frazer Town,"Sweet Shop, Quick Bites","Mithai, Street Food",200.0
50482,Barbeque Nation,No,Yes,4.4,2131,Whitefield,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab",1600.0
20290,The Retro,Yes,No,3.2,47,Koramangala 7th Block,Quick Bites,"Chinese, Burger",300.0
13473,Mast Punjabi Spice,Yes,No,2.9,34,Electronic City,"Takeaway, Delivery",North Indian,400.0
35538,Nutripress,Yes,No,3.3,4,Koramangala 8th Block,Beverage Shop,Juices,200.0
42473,Chocolate Junction,No,No,3.8,29,Ulsoor,Dessert Parlor,Desserts,200.0
11821,Fullyfilled,Yes,No,4.0,48,Indiranagar,Quick Bites,"Sandwich, Fast Food, Momos",200.0
22034,Burrito Boys,Yes,No,3.0,6,Bannerghatta Road,"Food Court, Quick Bites","Mexican, Tex-Mex",400.0
5175,Mamagoto,Yes,Yes,4.4,2560,Indiranagar,Casual Dining,"Asian, Thai, Chinese, BBQ, Momos",1600.0
3315,Mavalli Tiffin Room (MTR),No,No,4.5,2896,Basavanagudi,Quick Bites,South Indian,250.0
21255,Bhukkhad Baba,Yes,No,3.7,133,JP Nagar,Quick Bites,"North Indian, Beverages",250.0
8413,Shaadi Ki Biryani,Yes,No,3.0,30,BTM,"Takeaway, Delivery","Biryani, North Indian, Mughlai",400.0
41962,The Milkshake Theory,Yes,No,3.2,40,Lavelle Road,Beverage Shop,"Beverages, Fast Food",400.0
24344,Panchamukhi Sagar,No,No,3.2,4,Banaswadi,Quick Bites,"North Indian, South Indian, Chinese",300.0
28898,Hotel SRV,No,No,3.7,0,HSR,Quick Bites,"South Indian, Biryani",300.0
48276,Tree Tops Bar & Kitchen,No,Yes,4.4,152,Lavelle Road,"Casual Dining, Bar","North Indian, Chinese, Continental, Italian",1000.0
2231,Three Dots & A Dash,No,Yes,4.3,1196,JP Nagar,"Bar, Casual Dining","European, Continental",1500.0
4466,The Ganache Factory,No,No,3.7,0,Bellandur,"Dessert Parlor, Bakery","Desserts, Bakery",400.0
29736,The Yellow Tuk-Tuk Cafe,Yes,No,3.6,16,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",500.0
18247,Fresh Bowl,No,No,3.7,0,Old Airport Road,Quick Bites,"Chinese, North Indian, Fast Food",400.0
17291,Hotel Amulya,No,No,3.7,0,Electronic City,Casual Dining,"North Indian, Chettinad, Chinese",500.0
3703,Panchami,No,No,3.0,15,Banashankari,Quick Bites,"North Indian, Chinese",300.0
11808,Anupam's Coast II Coast,Yes,Yes,4.1,853,Church Street,Casual Dining,"Seafood, Mangalorean, North Indian, Chinese",1400.0
27845,Nature's Restaurant,Yes,No,3.3,4,Domlur,Quick Bites,"Chinese, Mangalorean, North Indian",300.0
28905,Ayush Reddy Tiffins & Fast Food Center,No,No,3.7,0,BTM,Quick Bites,"South Indian, Fast Food, Chinese",300.0
35025,The Cake Lair,Yes,No,3.4,10,BTM,Quick Bites,"Bakery, Fast Food, Beverages",600.0
39201,Totaram's Paranthas,Yes,No,3.5,140,New BEL Road,Quick Bites,North Indian,300.0
27496,Chination,Yes,No,3.5,4,Koramangala 4th Block,Delivery,Chinese,600.0
1884,Bowring Kulfi,No,No,3.7,0,Bannerghatta Road,Dessert Parlor,"Ice Cream, Desserts",150.0
457,Sri Banashankari Upahara,Yes,No,3.7,0,Kumaraswamy Layout,Quick Bites,"North Indian, South Indian",150.0
41728,Malties - Radisson Blu,No,No,4.3,53,Marathahalli,Lounge,"Continental, Fast Food",4500.0
21802,Sankranthi Veg Restaurant,Yes,No,3.0,102,BTM,Casual Dining,"South Indian, North Indian, Chinese",600.0
12009,Home Treat,Yes,No,3.1,7,Brigade Road,Quick Bites,North Indian,150.0
588,The Vintage Cafe,Yes,No,3.0,62,Banashankari,Cafe,"Cafe, French, North Indian",400.0
29785,Kor Cafe,Yes,No,3.8,36,Koramangala 1st Block,Quick Bites,Kerala,300.0
42057,Biggies Burger 'n' More,Yes,No,4.3,194,Indiranagar,Cafe,"Cafe, Burger, Fast Food",400.0
25497,The Filter Coffee,Yes,No,4.1,620,Kalyan Nagar,Quick Bites,"South Indian, Coffee",200.0
41963,Smally's Resto Cafe,Yes,Yes,4.1,1857,Ulsoor,Cafe,"Cafe, Italian, Burger, American, Steak",650.0
6098,WelcomCafe Jacaranda - WelcomHotel Bengaluru,No,No,4.0,53,Richmond Road,Fine Dining,"Asian, Continental, North Indian",2000.0
37323,The Oriental Spice - Ashraya Hotel,Yes,No,3.9,158,Infantry Road,Casual Dining,"Chinese, Thai, Indonesian",1300.0
1344,The London Shakes,Yes,No,3.7,0,BTM,Beverage Shop,"Beverages, Fast Food, Italian",400.0
468,S M V Snacks Corner,Yes,No,3.7,33,Basavanagudi,Quick Bites,Fast Food,200.0
48198,Night Kitchen,No,No,3.7,0,Shivajinagar,Quick Bites,"North Indian, Fast Food, Chinese",600.0
20170,Clove Rooftop,No,Yes,3.8,234,Jayanagar,Casual Dining,"Konkan, Seafood",1000.0
12957,Shiv Sagar,No,No,3.7,0,Brigade Road,Quick Bites,"South Indian, Street Food, North Indian",250.0
44707,Spices,Yes,No,3.2,6,CV Raman Nagar,Quick Bites,"South Indian, North Indian, Chinese, Biryani",450.0
24066,7 Plates,Yes,No,3.6,519,Kalyan Nagar,Casual Dining,"North Indian, Mughlai, Rolls, Fast Food",600.0
15124,Mughals Restaurant,No,No,3.2,17,Shivajinagar,Casual Dining,"Mughlai, North Indian, Chinese, Biryani, Seafood",550.0
18956,Snack'Ups,Yes,No,3.6,61,Thippasandra,Quick Bites,Fast Food,250.0
6301,Glen's Bakehouse,Yes,No,4.4,1087,Lavelle Road,"Bakery, Cafe","Bakery, Cafe, Italian, Desserts",600.0
40241,Inhouse Burger,Yes,No,4.0,173,Marathahalli,Quick Bites,Fast Food,400.0
16759,Just Bake,Yes,No,3.6,154,HSR,Bakery,"Bakery, Desserts",400.0
24958,Cafe Coffee Day,No,No,3.1,10,Kammanahalli,Cafe,"Cafe, Fast Food",900.0
32594,HOTEL VKM,Yes,No,3.7,0,BTM,Quick Bites,South Indian,300.0
13611,Food Club Restaurant,No,No,3.7,45,Electronic City,Casual Dining,"North Indian, Chinese",500.0
3289,Beetle Juice Bar - Springs Hotel & Spa,No,Yes,3.7,64,Basavanagudi,Bar,Finger Food,2200.0
26942,Spicy Kitchen,Yes,No,3.8,64,HSR,Quick Bites,"Andhra, North Indian",500.0
20861,Iyengar's Bakery,No,No,3.7,0,JP Nagar,Bakery,"Bakery, Fast Food",600.0
4401,C R Mangalore Bakery,No,No,3.7,0,Sarjapur Road,Bakery,Bakery,300.0
19045,Desi Bytes,Yes,No,3.1,97,Old Airport Road,Quick Bites,"North Indian, Chinese",450.0
31915,Loca Moca,No,No,3.7,46,Koramangala 1st Block,Cafe,"Cafe, Continental",600.0
14644,Pizza Stop,Yes,No,3.8,151,Banaswadi,Quick Bites,"Pizza, Italian",500.0
45439,UBCR,Yes,No,3.3,5,Indiranagar,Quick Bites,Fast Food,200.0
34372,Bulls N Bears - Bar Trade Xchange,No,Yes,3.9,155,Koramangala 5th Block,"Pub, Bar","Finger Food, North Indian, Continental, Pizza",1000.0
46206,Cupcake Bliss,Yes,No,3.7,4,Malleshwaram,"Takeaway, Delivery",Bakery,200.0
41024,CakeZone,No,No,4.1,193,Marathahalli,Bakery,"Bakery, Desserts",500.0
7091,Chin Chin by The Biere Club,Yes,Yes,4.2,263,Whitefield,Casual Dining,Asian,1500.0
2826,New Chickpete Donne Biryani,Yes,No,3.5,68,Basavanagudi,Quick Bites,Biryani,250.0
27458,Baking Delite,No,No,3.7,0,Koramangala 7th Block,"Takeaway, Delivery",Desserts,550.0
8374,Kitchens@BTM,Yes,No,3.9,224,BTM,"Takeaway, Delivery","Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",400.0
33881,Atta Galata,No,No,4.1,210,Koramangala 5th Block,Quick Bites,"Bakery, Beverages",200.0
45863,Vayam Veg Fine Dine,Yes,No,3.8,36,Magadi Road,Casual Dining,"North Indian, South Indian, Chinese, Mexican",700.0
41510,Hot Biriyani Center,No,No,3.7,0,Marathahalli,Quick Bites,"Biryani, Kebab",200.0
45104,Eddy's Cafe,Yes,No,4.1,142,Indiranagar,Cafe,"Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts",750.0
17354,Hammered,No,No,3.7,0,HSR,"Bar, Casual Dining","North Indian, South Indian, Continental, Asian",1200.0
39342,Cafe Frying Wagon,Yes,No,3.7,0,Seshadripuram,Quick Bites,"Chinese, Rolls",400.0
31886,The Yellow Tuk-Tuk Cafe,Yes,No,3.6,16,Koramangala 5th Block,Cafe,"Cafe, Continental, Beverages",500.0
21463,Jiffy Fast Food,No,No,3.7,0,Bannerghatta Road,Quick Bites,"Arabian, Juices",200.0
46572,Grits Cafe,Yes,No,3.6,15,Magadi Road,Quick Bites,"Fast Food, Bakery",300.0
2993,Bella,Yes,Yes,3.9,142,Jayanagar,Casual Dining,"Mangalorean, Seafood, South Indian",1000.0
17037,#L-81 Cafe,Yes,No,3.9,48,HSR,Quick Bites,"Fast Food, Beverages",400.0
13914,Flying Cakes,Yes,No,3.1,127,Electronic City,Bakery,"Bakery, Desserts",500.0
2088,Vishal Foods,Yes,No,3.3,57,Bannerghatta Road,Quick Bites,"Chinese, North Indian, Street Food",250.0
12362,Jai Mataji Farshan and Sweets,No,No,3.7,0,Ulsoor,"Sweet Shop, Quick Bites","Mithai, Street Food",150.0
34668,New Gongura Grand,Yes,No,3.9,373,HSR,Casual Dining,"Andhra, Biryani, North Indian, Chinese",550.0
44197,Tandoori Delight,Yes,No,3.0,46,New BEL Road,Quick Bites,"North Indian, Chinese",300.0
24424,Nandhana Mithai,No,No,3.7,0,Kammanahalli,Sweet Shop,"Mithai, Desserts",500.0
13674,Pandit Ji Sweets & Namkeen,No,No,3.7,0,Electronic City,Quick Bites,"North Indian, Fast Food",300.0
17596,The Chocolate Heaven,Yes,No,3.8,135,Old Airport Road,"Dessert Parlor, Cafe","Desserts, Cafe, Italian, Beverages",700.0
27707,Arzak,No,No,3.7,0,HSR,"Takeaway, Delivery","Arabian, Middle Eastern, Rolls, Seafood, BBQ",300.0
38949,Matsuri - The Chancery Hotel,No,Yes,4.4,184,Lavelle Road,"Casual Dining, Bar",Japanese,1800.0
13660,Choconut,No,No,3.7,0,Electronic City,Beverage Shop,"Bakery, Desserts",300.0
9113,Abhiruchi Hotel,Yes,No,3.2,12,Bommanahalli,Casual Dining,"North Indian, South Indian, Chinese",500.0
27017,Maa Durga Fast Food,Yes,No,3.6,21,Koramangala 8th Block,Quick Bites,"North Indian, Fast Food",300.0
44015,Prana,Yes,No,4.0,239,New BEL Road,Cafe,"Cafe, Healthy Food, South Indian",500.0
39821,Hotel Halli Nenapu,Yes,No,3.4,62,Malleshwaram,Food Court,South Indian,500.0
22500,Andhra Grills,No,No,3.0,55,JP Nagar,Casual Dining,"Andhra, North Indian, Biryani",800.0
21345,Vijaya Sagar,No,No,3.6,15,Wilson Garden,Quick Bites,"South Indian, North Indian, Chinese",300.0
10993,Embers - Nandhana Grand Hotel,No,No,3.8,38,Koramangala 6th Block,Casual Dining,"North Indian, South Indian, Thai, Chinese, Continental",900.0
50776,New Udupi Delicacy,Yes,No,3.9,91,Whitefield,Quick Bites,"South Indian, North Indian, Chinese",250.0
9051,Desi Flavours,Yes,No,3.9,121,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Biryani",400.0
25234,Khan Saheb Grills and Rolls,Yes,No,3.1,34,Kalyan Nagar,"Takeaway, Delivery","Fast Food, Rolls",350.0
3547,The Sofraah Kebabs & Kurries - Eden Park Restaurants,No,Yes,3.8,176,Jayanagar,Casual Dining,"North Indian, Afghani",1350.0
14871,Donne Biriyani Mane,Yes,No,3.5,62,Church Street,Quick Bites,"Biryani, Kebab",400.0
28336,Urban Spoon Buffet Restaurant,No,Yes,3.5,32,Koramangala 5th Block,Casual Dining,"North Indian, Chinese",1000.0
37903,Stars 'N' Stripes,No,No,2.7,77,MG Road,Quick Bites,"North Indian, Chinese, Fast Food",500.0
30644,IceBreakers,No,No,4.5,493,Koramangala 6th Block,Dessert Parlor,"Desserts, Ice Cream",500.0
22675,Shee-Sha Cafe,No,Yes,3.6,39,Bannerghatta Road,"Cafe, Casual Dining","Cafe, North Indian, Chinese, Continental",800.0
39888,Pulimunchi,Yes,Yes,4.1,532,Sadashiv Nagar,Casual Dining,"Mangalorean, Seafood",1000.0
22014,YumYumDilli,Yes,No,3.7,0,JP Nagar,Delivery,North Indian,500.0
18331,Funjabi,Yes,No,3.5,140,Church Street,Casual Dining,North Indian,600.0
44603,Peace Restaurant,Yes,No,2.7,125,Indiranagar,Quick Bites,"Chinese, Tibetan, North Indian",500.0
14552,New Taj,Yes,No,3.3,111,Ulsoor,Quick Bites,"North Indian, Chinese",300.0
38317,WelcomCafe Jacaranda - WelcomHotel Bengaluru,No,No,4.0,53,Richmond Road,Fine Dining,"Asian, Continental, North Indian",2000.0
31412,New Friends,Yes,No,3.8,273,BTM,Casual Dining,"North Indian, Continental, Chinese, Steak",900.0
18184,Oyster Bay,No,No,3.2,5,Old Airport Road,Casual Dining,North Indian,550.0
21013,Pani Kum Chai,Yes,No,3.9,67,Jayanagar,Quick Bites,Fast Food,200.0
37031,Royal Streak Foods,No,No,3.7,0,Wilson Garden,Quick Bites,"Biryani, Kebab",150.0
11601,The Charcoal Factory,Yes,No,4.1,291,Koramangala 6th Block,Quick Bites,"Burger, Pizza, Momos",600.0
17721,Sagar Delicacy,Yes,No,3.9,87,Ulsoor,Casual Dining,"North Indian, Chinese, Fast Food, Street Food",500.0
21768,Mahesh Friends Food Center,Yes,No,2.9,132,BTM,Quick Bites,"Chinese, North Indian",300.0
